Item_ID	Noun	NP	Verb	VP	BarePlural	Sentence	Context
28837:6	people	people	have	have told me	people	and people have told me.	###this is true.###speakerb32.###so,  to find an indoor pool where either you can do this by yourself without, you know,  drawing a lot of looks , means  you're really going  to do a strenuous workout activity mumblex###you look very odd in the water,###speakera33.###well, that,###speakerb34.###that was the one place where i was also able  to do weight training ,###and that does look very odd in the water.###speakera35.###i can believe that.###have you tried the, uh, the pool at the spring creek fitness center?###speakerb36.###no,###and you know, that's the only place i haven't tried
2891:9	things	things	have	have become much more enlightened since then	things	uh, things have become much more enlightened since then.	###speakera57.###yeah.###speakerb58.###and boy i was pulled  in by my manager and told  that you just don't say that, you know,###speakera59.###well, it's not,###speakerb6.###it was not applicable to me###and i was kind of horrified.###speakera61.###now what year are we talking about ?###speakerb62.###we're talking nineteen seventy-eight.###speakera63.###okay,
28916:6	people	people	are	are more sympathetic to it	people	but people are more sympathetic to it.	###speakerb6.###it was not applicable to me###and i was kind of horrified.###speakera61.###now what year are we talking about ?###speakerb62.###we're talking nineteen seventy-eight.###speakera63.###okay,###uh, things have become much more enlightened since then.###speakerb64.###they couldn't have gotten anymore in the dark ages.###speakera65.###yeah,###you know, we still don't have a day care facility
294:31	things	things	have	have gotten better	things	but i, i guess  things have gotten better,	###it was, this way we didn't have  to layoff an active person###and we'd just let you go.###and it took me about a year of  arguing,###i said, you know, i've got  to put this in writing to me, and because until they put it in writing, i couldn't get my insurance benefits###speakera89.###yeah.###speakerb9.###and i couldn't get my, uh, termination benefits either.###speakera91.###there you go.###speakerb92.###i was just pissed as hell that they could do that.###speakera93.### i, i can believe that.###speakerb94.
2943:117	parents	parents	learn	learn how  to talk about their war with their children 	parents	but there was a, a, a big push ich with the local t v stations  to have little hot lines with counselors  to, to help parents learn how  to talk about their war with their children .	###speakerb6.###uh-huh.###speakera61.###and if a child asked a question that the person in jerusalem could best answer , they would cut to that person,###and that person would answer the question.###it was just very informative and interesting,###and, uh, i was real impressed at how a b c handled, uh,  translating, the war for children .###speakerb62.###uh-huh.###speakera63.###speakerb64.###yeah,###i didn't see anything like that, although i did, uh,###i guess  one thing that i found  sort of interesting,###this is getting a little off the topic,
29611:4	people	people	say	say  let me see some of your work	people	people say  let me see some of your work.	###speakerb6.###uh-huh.###speakera7.###it seem like that's,###like, especially lately there's been so many babies, that, uh,###bibs and blankets, and things like that. wall hangings, um,###speakerb8.###do you ever keep any of your stuff?###speakera9.###isn't that funny.###no.###speakerb1.###i do crochet and a lot of, uh, things like that,###and i have very little of my own stuff,###and it's kind of embarrassing.
31874:4	people	people	put	put them in	people	people put them in,	###it's,###speakerb8.###yeah,###yeah,### the, they s-, uh, it's sold  in the hobby stores and nurseries.###speakera81.###yeah,###it's got a s-,###speakerb82.###it's got a kind of a peculiar smell to it###but,###speakera83.###yeah,###at first i'm like, oh, how, why do people like this ,###but it, it is kind of a nice smell after a while.
3294:14	aunts	aunts	are	are 	aunts	but where aunts are  they have these huge pecan trees,	###we're kind of up on a, on a higher, on a slope.###speakera153.###so you don't have a lot of tree coverage?###speakerb154.###so we don't have,###where we are  right now there are very few trees.###speakera155.###because goi-, going  to make,###speakerb156.### this was, this was, this was pasture land,###but down the, down the hill here a little ways there are parks that  are, look like jungles, you know.###they're really,###speakera157.###yeah.###see, um, uh, where my, uh, well, my grandmother passed away,
32788:6	peas	snow peas	are	are up	peas	snow peas are up	###speakerb282.###oh, they, they are the best.###speakera283.###yeah.###we tried  to find them last year,###we screwed around and waited too long###and i couldn't find a nursery that  had any of them left .###speakerb284.###uh-huh.###uh-huh.###speakera285.###but we've got some this year.###speakerb286.###uh, those,###speakera287.
35447:81	cars	last two cars	are	are brand new	cars	that's what i'm thinking about  on my next car is do i want  to get another brand new car because last two cars are brand new	###speakera45.###uh-huh.###speakerb46.###uh, of course we're not, we can't consider  getting a brand new cadillac, because those are twenty-five to thirty thousand dollars.###speakera47.###yeah.###speakerb48.###but when they're three years old  they're,###the price already drops in half.###speakera49.###uh-huh.###speakerb5.###so then it becomes, uh, more realistic.###speakera51.###right.
36123:4	parents	parents	are	aren't parents any more	parents	parents aren't parents any more.	###i know.###speakerb12.###for what.###speakera121.###i know.###speakerb122.### give me the money###and i'll, i'll teach them something good.###speakera123.###well, you know, you know  why they do it  is so they can get them out of the house.###speakerb124.###yeah.###speakera125.###yeah,###uh, that's my other complaint.
