workerid,rt,trial_type,tgrep_id,trialNum,verb phrase,entire sentence,VP,verb,noun phrase,context,NP,freq,tgrep id,e1,e3,e2
1,7058,NA,28363:06:00,1,NA,NA,have  to be convinced  of that,NA,NA,NA,women,0.01,NA,NA,NA,NA
1,7058,NA,28363:06:00,1,NA,NA,have  to be convinced  of that,NA,NA,NA,children,0,NA,NA,NA,NA
1,7058,NA,28363:06:00,1,NA,NA,have  to be convinced  of that,NA,NA,NA,seniors,0,NA,NA,NA,NA
1,9913,NA,36123:04:00,2,NA,NA,aren&quotechart parents any more,NA,NA,NA,children,1,NA,NA,NA,NA
1,9913,NA,36123:04:00,2,NA,NA,aren&quotechart parents any more,NA,NA,NA,singles,0.49,NA,NA,NA,NA
1,9913,NA,36123:04:00,2,NA,NA,aren&quotechart parents any more,NA,NA,NA,fathers,0,NA,NA,NA,NA
1,9116,NA,27281:09:00,3,NA,NA,help  create that,NA,NA,NA,doctors,0.16,NA,NA,NA,NA
1,9116,NA,27281:09:00,3,NA,NA,help  create that,NA,NA,NA,scientists,0.71,NA,NA,NA,NA
1,9116,NA,27281:09:00,3,NA,NA,help  create that,NA,NA,NA,politicians,0,NA,NA,NA,NA
1,5275,NA,67262:12:00,4,NA,NA,are kind of a problem,NA,NA,NA,summer,0,NA,NA,NA,NA
1,5275,NA,67262:12:00,4,NA,NA,are kind of a problem,NA,NA,NA,spring,0,NA,NA,NA,NA
1,5275,NA,67262:12:00,4,NA,NA,are kind of a problem,NA,NA,NA,fall,0,NA,NA,NA,NA
1,5328,NA,171:06:00,5,NA,NA,are good all the time,NA,NA,NA,fish,0,NA,NA,NA,NA
1,5328,NA,171:06:00,5,NA,NA,are good all the time,NA,NA,NA,dogs,0.1,NA,NA,NA,NA
1,5328,NA,171:06:00,5,NA,NA,are good all the time,NA,NA,NA,birds,0.05,NA,NA,NA,NA
1,5345,NA,148447:14:00,6,NA,NA,are okay,NA,NA,NA,pop,1,NA,NA,NA,NA
1,5345,NA,148447:14:00,6,NA,NA,are okay,NA,NA,NA,rock,1,NA,NA,NA,NA
1,5345,NA,148447:14:00,6,NA,NA,are okay,NA,NA,NA,metal,1,NA,NA,NA,NA
1,7934,NA,47743:06:00,7,NA,NA,are just as much of a blessing inside these material things,NA,NA,NA,adults,0.54,NA,NA,NA,NA
1,7934,NA,47743:06:00,7,NA,NA,are just as much of a blessing inside these material things,NA,NA,NA,families,0.52,NA,NA,NA,NA
1,7934,NA,47743:06:00,7,NA,NA,are just as much of a blessing inside these material things,NA,NA,NA,relatives,0.51,NA,NA,NA,NA
1,6183,NA,57573:04:00,8,NA,NA,don&quotechart require mechanics,NA,NA,NA,gasoline,0,NA,NA,NA,NA
1,6183,NA,57573:04:00,8,NA,NA,don&quotechart require mechanics,NA,NA,NA,electric,0,NA,NA,NA,NA
1,6183,NA,57573:04:00,8,NA,NA,don&quotechart require mechanics,NA,NA,NA,manual,0,NA,NA,NA,NA
1,5563,NA,61455:08:00,9,NA,NA,seem  to be always in the mood,NA,NA,NA,fish,0,NA,NA,NA,NA
1,5563,NA,61455:08:00,9,NA,NA,seem  to be always in the mood,NA,NA,NA,cats,0,NA,NA,NA,NA
1,5563,NA,61455:08:00,9,NA,NA,seem  to be always in the mood,NA,NA,NA,birds,0,NA,NA,NA,NA
1,5627,NA,16679:08:00,10,NA,NA,are a large volume of annual trash,NA,NA,NA,newspapers,1,NA,NA,NA,NA
1,5627,NA,16679:08:00,10,NA,NA,are a large volume of annual trash,NA,NA,NA,bottles,0.69,NA,NA,NA,NA
1,5627,NA,16679:08:00,10,NA,NA,are a large volume of annual trash,NA,NA,NA,bags,0.74,NA,NA,NA,NA
1,5714,NA,137655:11:00,11,NA,NA,are probably the most fickle people in the world,NA,NA,NA,athletes,0.76,NA,NA,NA,NA
1,5714,NA,137655:11:00,11,NA,NA,are probably the most fickle people in the world,NA,NA,NA,nerds,0.46,NA,NA,NA,NA
1,5714,NA,137655:11:00,11,NA,NA,are probably the most fickle people in the world,NA,NA,NA,scientists,0.85,NA,NA,NA,NA
1,6539,NA,59934:09:00,12,NA,NA,are real high maintenances,NA,NA,NA,cat,0.19,NA,NA,NA,NA
1,6539,NA,59934:09:00,12,NA,NA,are real high maintenances,NA,NA,NA,fish,0.06,NA,NA,NA,NA
1,6539,NA,59934:09:00,12,NA,NA,are real high maintenances,NA,NA,NA,bird,0.03,NA,NA,NA,NA
1,5290,NA,142815:09:00,13,NA,NA,are so messy,NA,NA,NA,brush,0.2,NA,NA,NA,NA
1,5290,NA,142815:09:00,13,NA,NA,are so messy,NA,NA,NA,spray can,0.45,NA,NA,NA,NA
1,5290,NA,142815:09:00,13,NA,NA,are so messy,NA,NA,NA,hands,0.87,NA,NA,NA,NA
1,7979,NA,5958:06:00,14,NA,NA,don&quotechart pay for groceries and stuff,NA,NA,NA,paycheck,0,NA,NA,NA,NA
1,7979,NA,5958:06:00,14,NA,NA,don&quotechart pay for groceries and stuff,NA,NA,NA,gift,0,NA,NA,NA,NA
1,7979,NA,5958:06:00,14,NA,NA,don&quotechart pay for groceries and stuff,NA,NA,NA,lottery winning,0,NA,NA,NA,NA
1,6691,NA,9738:09:00,15,NA,NA,are crippled,NA,NA,NA,wives,0.04,NA,NA,NA,NA
1,6691,NA,9738:09:00,15,NA,NA,are crippled,NA,NA,NA,brothers,0.05,NA,NA,NA,NA
1,6691,NA,9738:09:00,15,NA,NA,are crippled,NA,NA,NA,sisters,0.05,NA,NA,NA,NA
1,5971,NA,113118:08:00,16,NA,NA,aren&quotechart none too shallow these days anyway,NA,NA,NA,taxes,0,NA,NA,NA,NA
1,5971,NA,113118:08:00,16,NA,NA,aren&quotechart none too shallow these days anyway,NA,NA,NA,insurance,0,NA,NA,NA,NA
1,5971,NA,113118:08:00,16,NA,NA,aren&quotechart none too shallow these days anyway,NA,NA,NA,overdraft fees,0,NA,NA,NA,NA
1,4040,NA,8185:16:00,17,NA,NA,are notorious,NA,NA,NA,cars,0,NA,NA,NA,NA
1,4040,NA,8185:16:00,17,NA,NA,are notorious,NA,NA,NA,trucks,0,NA,NA,NA,NA
1,4040,NA,8185:16:00,17,NA,NA,are notorious,NA,NA,NA,boats,0,NA,NA,NA,NA
1,7854,NA,97451:23:00,18,NA,NA,"come down  to supervise or, whatever",NA,NA,NA,children,0,NA,NA,NA,NA
1,7854,NA,97451:23:00,18,NA,NA,"come down  to supervise or, whatever",NA,NA,NA,husbands,0.28,NA,NA,NA,NA
1,7854,NA,97451:23:00,18,NA,NA,"come down  to supervise or, whatever",NA,NA,NA,wives,0.39,NA,NA,NA,NA
2,NA,single_generic_trial,NA,NA,are crippled,"that way husbands are crippled,",NA,are,husbands,"###that&quotechars a part of the problem that women have always had ###and that is  accepting responsibility for things that  really are other people&quotechars responsibilities.###speakera171.###that&quotechars very true.###speakerb172.### they, they,###speakera173.###and then that way, we have not changed in, hundreds of years, have we .###speakerb174.###speakera175.###speakerb176.###that&quotechars right.###speakera177.###yeah.###speakerb178.",NA,NA,9738:09:00,CEOs,Students,Wives
2,NA,single_generic_trial,NA,NA,aren&quotechart parents any more,parents aren&quotechart parents any more.,NA,are,parents,"###i know.###speakerb12.###for what.###speakera121.###i know.###speakerb122.### give me the money###and i&quotecharll, i&quotecharll teach them something good.###speakera123.###well, you know, you know  why they do it  is so they can get them out of the house.###speakerb124.###yeah.###speakera125.###yeah,###uh, that&quotechars my other complaint.",NA,NA,36123:04:00,Players,Children,Saxophonists
2,NA,single_generic_trial,NA,NA,are darling,"well, rabbits are darling.",NA,are,rabbits,"###speakera65.###oh, my word.###speakerb66.###uh,.###speakera67.###and do they, they just paper train it or something?###speakerb68.###i guess.###speakera69.###speakerb7.###i guess,###yeah,###and i would imagine that they don&quotechart have many more than one   to start with , either.###speakera71.###yeah.",NA,NA,149639:09:00,dogs,birds,cats
2,NA,single_generic_trial,NA,NA,have  to be convinced  of that,but men have  to be convinced  of that.,NA,have,men,"###yeah,###well, she&quotechars usually in bed by this time,###but she&quotechars staying up late tonight.###but,###yeah,###i want  to have a relationship with her.###you know, my dad was a very traditional dad,###and when i was a child  i didn&quotechart really know my dad very well,###and i miss that.###and i want,###speakera158.###that&quotechars the thing,### if woman&quotechars role, like we said, if women&quotechars roles change drastically, men&quotechars roles will,  too.###speakerb159.###yeah,",NA,NA,28363:06:00,women,parents,grandmothers
2,NA,single_generic_trial,NA,NA,are good all the time,but cats are good all the time.,NA,are,cats,"###speakerb154.###oh, goodness.###you get so attached to them.###speakera155.###oh definitely.###speakerb156.###my mother has dogs###and i&quotecharm like, no.###speakera157.###yeah.###speakerb158.###this is nothing like cats.###speakera159.###you can walk a dog###and that&quotechars okay for weekend",NA,NA,171:06:00,ducks,salamanders,spiders
2,NA,single_generic_trial,NA,NA,seem  to be always in the mood,"but, dogs seem  to be always in the mood.",NA,seem,dogs,"###so, you know, i never really had them around me, you know,###so i&quotecharve never owned one, you know, since i,###speakerb114.###well, they&quotecharre really a lot different than dogs because they&quotecharre not, they&quotecharre very independent,###and they&quotecharre very, he&quotechars very affectionate when he wants  to be  ,###but if you want him to be  and he doesn&quotechart want  to be , he&quotecharll just, he&quotecharll, you know either scratch you or run away.###speakera115.###huh.###speakerb116.###but when he wants  to be  , uh, he&quotechars really affectionate.###he likes  to lay next to you and have you scratch his head and, and, and snuggle up to you,### and, but if he&quotechars not in the mood, you&quotechard better  stay away from him.###speakera117.###huh.###speakerb118.",NA,NA,61455:08:00,monkeys,turtles,frogs
2,NA,single_generic_trial,NA,NA,are a large volume of annual trash,and phone books are a large volume of annual trash.,NA,are,phone books,"###yeah.###speakerb16.###speakera17.### th-, there definitely has  to be a motivation factor###and i know that, at w-, where i work ,###i work for a defense contractor.###and there&quotechars a big push on for  recycling, uh, paper materials, you know, computer output paper and also  to decrease the amount of, uh, styrofoam usage because of the, uh, the process involved in styrofoam and, and the whole eco issue and that.### and, and they&quotecharre very proactive###and, uh, matter of fact, they give you discounts if you use, uh, china wear rather than, uh, styrofoam stuff,### so. so, i-, i-, it&quotechars incentives like that that  get people people more conscious of it.###i think  that&quotechars, that&quotechars what they need  to do .  be more proactive like that.###speakerb18.###uh, i know, uh, i believe  it was last year that they actually collected the old phone books .### uh, usually have them come from mumblex you know, projects  to collect old ones.### usually just get dumped  out with the trash.",NA,NA,16679:08:00,leftover food,scribbled paper,plastic bags
2,NA,single_generic_trial,NA,NA,don&quotechart require mechanics,"diesels don&quotechart require mechanics,",NA,do,diesels,"###and you couldn&quotechart sell the thi-,###i mean, though for what you could get  for one, you might as well drive it over a cliff.###speakera29.###oh, yeah.###yeah.###speakerb3.###and, uh, the injector pump went bad###so i found a outfit down here   to rebuild it. and, uh, i-, reinstalled that###speakera31.###speakerb32.###and that was probably one of the most miserable things  i had gotten into  in a long time.###speakera33.###i don&quotechart think  i&quotechard know where  to start  with a diesel.###speakerb34.###oh, well, it, you know, i-,",NA,NA,57573:04:00,turbine,propeller,airplane
2,NA,single_generic_trial,NA,NA,are notorious,"i mean, school buses are notorious.",NA,are,school buses,"###well,###speakera71.###speakerb72.###supposedly that&quotechars supposed  to catch it.###but i&quotecharll tell you what,###and even these buses, oh lord, it real bad.###these buses in raleigh,###speakera73.###yeah,###school buses and the commercial buses,###speakerb74.###oh, yeah.###speakera75.###yeah.###speakerb76.",NA,NA,8185:16:00,taxi,uber,bus
2,NA,single_generic_trial,NA,NA,are kind of a problem,i mean winters are kind of a problem,NA,are,winters,"###in fact a lot of people will ride outside in the snow.###they&quotecharve got a, uh, mountain bike, you know, with the big knobby tires.###speakera14.###speakerb15.###speakera16.###yeah.###speakerb17.###and, i don&quotechart do that.### i basically, i, i pretty much lay off for the winter.###uh, i was thinking of  getting rollers for the last winter, you know, because it will help your balance when you&quotecharre indoor training .###speakera18.###um.###speakerb19.###uh, but i just, you know, more or less stocked, like an exercise bike and that kind of thing., uh,###but, yeah,",NA,NA,67262:12:00,summer,spring,autumn
2,NA,single_generic_trial,NA,NA,are okay,"uh, uh, blues are okay.",NA,are,blues,"###speakerb44.###oh, yeah?###speakera45.###so, uh, that&quotechars where my two, my two listening enjoyments are ,###but, you know, jazz can get on my nerves after a while.###uh, you can&quotechart just listen to it, you know, to, uh, especially a lot of the deeper stuff,###you just can&quotechart listen to it for enjoyment unless you&quotecharre. yeah, unless, unless you&quotecharre playing it,###speakerb46.###it&quotechars too, um, uh,###you have  to concentrate on it, it seems  .###speakera47.### it just, it just doesn&quotechart do anything.###speakerb48.###what about the blues or something like that?###speakera49.",NA,NA,148447:14:00,rap,rock,hip hop
2,NA,single_generic_trial,NA,NA,"come down  to supervise or, whatever","and, uh, you know, parents come down  to supervise or, whatever.",NA,come,parents,"###speakera133.###speakerb134.###uh-huh,###uh-huh.###speakera135.###we might be able  to exchange that way.###speakerb136.###uh-huh.###speakera137.###and so we will just have  to see how things work out .###but i think  the whole, you know, ideally i think, uh,  business should have the, day care centers there, whether it&quotechars the parents who  take turns  watching the kids, or whether###speakerb138.###i do too.###speakera139.###they hire a couple of people",NA,NA,97451:23:00,children,triplets,twins
2,NA,single_generic_trial,NA,NA,are probably the most fickle people in the world,"uh, football fans are probably the most fickle people in the world.",NA,are,football fans,"###and so pretty fast turnaround.###but this year they made it to playoffs###and today was  the first game###and they beat the chicago bears###so everybody&quotechars really going crazy, you know, down here.###speakerb22.###i&quotecharll bet  they are .###speakera23.###they&quotecharre going crazy,### so, so they turned it around,###but, you know, they have a lot of young exciting players now, uh,###i mean, everybody was real upset, you know, when they fired tom landry ,###but, you know, now it&quotechars like, you know, they&quotecharre doing good###so everybody&quotechars forgotten about that.###speakerb24.",NA,NA,137655:11:00,baseball fans,duke haters,basketball fans
